Resultados de Detección de Fuego:

Imágenes con FUEGO:
F196.jpg: Sí (Detección Correcta)
F295.jpg: Sí (Detección Correcta)
F52.jpg: No (Detección Errónea)
F72.jpg: Sí (Detección Correcta)
F216.jpg: Sí (Detección Correcta)
F164.jpg: Sí (Detección Correcta)
F184.jpg: Sí (Detección Correcta)
F293.jpg: Sí (Detección Correcta)
F180.jpg: Sí (Detección Correcta)
F204.jpg: Sí (Detección Correcta)
F105.jpg: Sí (Detección Correcta)
F228.jpg: Sí (Detección Correcta)
F135.jpg: Sí (Detección Correcta)
F170.jpg: No (Detección Errónea)
F62.jpg: Sí (Detección Correcta)
F141.jpg: Sí (Detección Correcta)
F206.jpg: Sí (Detección Correcta)
F281.jpg: Sí (Detección Correcta)
F306.jpg: No (Detección Errónea)
F233.jpg: Sí (Detección Correcta)
F279.jpg: Sí (Detección Correcta)
F276.jpg: Sí (Detección Correcta)
F53.jpg: Sí (Detección Correcta)
F125.jpg: Sí (Detección Correcta)
F305.jpg: No (Detección Errónea)
F54.jpg: Sí (Detección Correcta)
F211.jpg: No (Detección Errónea)
F201.jpg: No (Detección Errónea)
F238.jpg: Sí (Detección Correcta)
F200.jpg: Sí (Detección Correcta)
F282.jpg: Sí (Detección Correcta)
F168.jpg: Sí (Detección Correcta)
F253.jpg: Sí (Detección Correcta)
F22.jpg: Sí (Detección Correcta)
F194.jpg: Sí (Detección Correcta)
F76.jpg: Sí (Detección Correcta)
F24.jpg: No (Detección Errónea)
F302.jpg: No (Detección Errónea)
F42.jpg: Sí (Detección Correcta)
F100.jpg: Sí (Detección Correcta)
F185.jpg: Sí (Detección Correcta)
F98.jpg: Sí (Detección Correcta)
F29.jpg: Sí (Detección Correcta)
F78.jpg: Sí (Detección Correcta)
F55.jpg: No (Detección Errónea)
F91.jpg: No (Detección Errónea)
F252.jpg: Sí (Detección Correcta)
F210.jpg: Sí (Detección Correcta)
F199.jpeg: Sí (Detección Correcta)
F101.jpg: Sí (Detección Correcta)
F60.jpg: Sí (Detección Correcta)
F64.jpg: Sí (Detección Correcta)
F30.jpg: Sí (Detección Correcta)
F314.jpg: No (Detección Errónea)
F195.jpg: Sí (Detección Correcta)
F51.jpg: No (Detección Errónea)
F312.jpg: No (Detección Errónea)
F297.jpg: Sí (Detección Correcta)
F63.jpg: Sí (Detección Correcta)
F85.jpg: Sí (Detección Correcta)
F129.jpg: Sí (Detección Correcta)
F192.jpg: Sí (Detección Correcta)
F250.jpg: Sí (Detección Correcta)
F132.jpg: Sí (Detección Correcta)
F104.jpg: No (Detección Errónea)
F70.jpg: Sí (Detección Correcta)
F153.jpg: No (Detección Errónea)
F140.jpg: Sí (Detección Correcta)
F191.jpg: Sí (Detección Correcta)
F181.jpg: Sí (Detección Correcta)
F57.jpg: No (Detección Errónea)
F8.jpg: No (Detección Errónea)
F7.jpg: Sí (Detección Correcta)
F84.jpg: No (Detección Errónea)
F109.jpg: Sí (Detección Correcta)
F94.jpg: Sí (Detección Correcta)
F284.jpg: Sí (Detección Correcta)
F280.jpg: Sí (Detección Correcta)
F127.jpg: Sí (Detección Correcta)
F138.jpg: No (Detección Errónea)
F270.jpg: Sí (Detección Correcta)
F89.jpg: Sí (Detección Correcta)
F249.jpg: Sí (Detección Correcta)
F142.jpg: Sí (Detección Correcta)
F146.jpg: No (Detección Errónea)
F126.jpg: Sí (Detección Correcta)
F43.jpg: Sí (Detección Correcta)
F161.jpg: No (Detección Errónea)
F148.jpg: Sí (Detección Correcta)
F239.jpg: Sí (Detección Correcta)
F16.jpg: Sí (Detección Correcta)
F225.jpg: Sí (Detección Correcta)
F87.jpg: No (Detección Errónea)
F130.jpg: Sí (Detección Correcta)
F266.jpg: Sí (Detección Correcta)
F124.jpg: Sí (Detección Correcta)
F116.jpg: Sí (Detección Correcta)
F289.jpg: Sí (Detección Correcta)
F79.jpg: No (Detección Errónea)
F23.jpg: Sí (Detección Correcta)
F175.jpg: Sí (Detección Correcta)
F259.jpg: Sí (Detección Correcta)
F296.jpg: Sí (Detección Correcta)
F88.jpg: Sí (Detección Correcta)
F277.jpg: Sí (Detección Correcta)
F178.jpg: Sí (Detección Correcta)
F56.jpg: Sí (Detección Correcta)
F307.jpg: No (Detección Errónea)
F75.jpg: Sí (Detección Correcta)
F110.jpg: No (Detección Errónea)
F38.jpg: No (Detección Errónea)
F183.jpg: Sí (Detección Correcta)
F157.jpg: Sí (Detección Correcta)
F209.jpg: Sí (Detección Correcta)
F169.jpg: Sí (Detección Correcta)
F287.jpg: Sí (Detección Correcta)
F290.jpg: Sí (Detección Correcta)
F45.jpg: Sí (Detección Correcta)
F247.jpg: Sí (Detección Correcta)
F318.jpg: No (Detección Errónea)
F58.jpg: Sí (Detección Correcta)
F137.jpg: Sí (Detección Correcta)
F71.jpg: Sí (Detección Correcta)
F80.jpg: Sí (Detección Correcta)
F44.jpg: Sí (Detección Correcta)
F68.jpg: Sí (Detección Correcta)
F237.jpg: Sí (Detección Correcta)
F231.jpg: Sí (Detección Correcta)
F214.jpg: Sí (Detección Correcta)
F82.jpg: Sí (Detección Correcta)
F267.jpg: Sí (Detección Correcta)
F119.jpg: Sí (Detección Correcta)
F256.jpg: Sí (Detección Correcta)
F158.jpg: Sí (Detección Correcta)
F97.jpg: No (Detección Errónea)
F37.jpg: No (Detección Errónea)
F202.jpg: No (Detección Errónea)
F27.jpg: Sí (Detección Correcta)
F309.jpg: No (Detección Errónea)
F167.jpg: Sí (Detección Correcta)
F218.jpg: Sí (Detección Correcta)
F187.jpg: Sí (Detección Correcta)
F32.jpg: Sí (Detección Correcta)
F83.jpg: Sí (Detección Correcta)
F257.jpg: Sí (Detección Correcta)
F275.jpg: Sí (Detección Correcta)
F35.jpg: Sí (Detección Correcta)
F316.jpg: No (Detección Errónea)
F308.jpg: Sí (Detección Correcta)
F102.jpg: Sí (Detección Correcta)
F86.jpg: Sí (Detección Correcta)
F99.jpg: No (Detección Errónea)
F28.jpg: Sí (Detección Correcta)
F264.jpg: Sí (Detección Correcta)
F319.jpg: Sí (Detección Correcta)
F193.jpg: Sí (Detección Correcta)
F152.jpg: No (Detección Errónea)
F255.jpg: Sí (Detección Correcta)
F271.jpg: Sí (Detección Correcta)
F189.jpg: No (Detección Errónea)
F254.jpg: Sí (Detección Correcta)
F176.jpg: Sí (Detección Correcta)
F227.jpg: Sí (Detección Correcta)
F165.jpg: No (Detección Errónea)
F263.jpg: Sí (Detección Correcta)
F240.jpg: No (Detección Errónea)
F66.jpg: Sí (Detección Correcta)
F143.jpg: Sí (Detección Correcta)
F261.jpg: Sí (Detección Correcta)
F113.jpg: No (Detección Errónea)
F310.jpg: Sí (Detección Correcta)
F215.jpg: No (Detección Errónea)
F4.jpg: No (Detección Errónea)
F156.jpg: Sí (Detección Correcta)
F47.jpg: Sí (Detección Correcta)
F159.jpg: Sí (Detección Correcta)
F224.jpg: Sí (Detección Correcta)
F2.jpg: Sí (Detección Correcta)
F235.jpg: Sí (Detección Correcta)
F106.jpg: No (Detección Errónea)
F128.jpg: Sí (Detección Correcta)
F313.jpg: Sí (Detección Correcta)
F108.jpg: Sí (Detección Correcta)
F93.jpg: Sí (Detección Correcta)
F136.jpg: Sí (Detección Correcta)
F283.jpg: Sí (Detección Correcta)
F67.jpg: Sí (Detección Correcta)
F59.jpg: No (Detección Errónea)
F17.jpg: Sí (Detección Correcta)
F3.jpg: Sí (Detección Correcta)
F207.jpg: Sí (Detección Correcta)
F205.jpg: Sí (Detección Correcta)
F134.jpg: Sí (Detección Correcta)
F122.jpg: Sí (Detección Correcta)
F13.jpg: Sí (Detección Correcta)
F304.jpg: Sí (Detección Correcta)
F245.jpg: Sí (Detección Correcta)
F179.jpg: Sí (Detección Correcta)
F163.jpg: Sí (Detección Correcta)
F117.jpg: No (Detección Errónea)
F41.jpg: No (Detección Errónea)
F219.jpg: Sí (Detección Correcta)
F242.jpg: Sí (Detección Correcta)
F229.jpg: Sí (Detección Correcta)
F291.jpg: Sí (Detección Correcta)
F96.jpg: Sí (Detección Correcta)
F248.jpg: Sí (Detección Correcta)
F213.jpg: Sí (Detección Correcta)
F166.jpg: Sí (Detección Correcta)
F115.jpg: Sí (Detección Correcta)
F95.jpg: Sí (Detección Correcta)
F299.jpg: Sí (Detección Correcta)
F303.jpg: Sí (Detección Correcta)
F114.jpg: No (Detección Errónea)
F112.jpg: Sí (Detección Correcta)
F301.jpg: No (Detección Errónea)
F103.jpg: Sí (Detección Correcta)
F234.jpg: Sí (Detección Correcta)
F241.jpg: No (Detección Errónea)
F186.jpg: Sí (Detección Correcta)
F81.jpg: Sí (Detección Correcta)
F120.jpg: Sí (Detección Correcta)
F177.jpg: No (Detección Errónea)
F272.jpg: Sí (Detección Correcta)
F151.jpg: No (Detección Errónea)
F273.jpg: Sí (Detección Correcta)
F1.jpg: Sí (Detección Correcta)

Imágenes SIN FUEGO:
NF310.jpg: Sí (Detección Errónea)
NF231.jpg: Sí (Detección Errónea)
NF101.jpg: No (Detección Correcta)
NF137.jpg: No (Detección Correcta)
NF142.jpg: No (Detección Correcta)
NF50.jpg: No (Detección Correcta)
NF178.jpg: Sí (Detección Errónea)
NF85.jpg: No (Detección Correcta)
NF30.jpg: No (Detección Correcta)
NF291.jpg: Sí (Detección Errónea)
NF8.jpg: No (Detección Correcta)
NF195.jpg: Sí (Detección Errónea)
NF153.jpg: Sí (Detección Errónea)
NF39.jpg: No (Detección Correcta)
NF221.jpg: Sí (Detección Errónea)
NF117.jpg: No (Detección Correcta)
NF308.jpg: Sí (Detección Errónea)
NF162.jpg: Sí (Detección Errónea)
NF199.jpg: Sí (Detección Errónea)
NF128.jpg: No (Detección Correcta)
NF31.jpg: No (Detección Correcta)
NF304.jpg: Sí (Detección Errónea)
NF306.jpg: Sí (Detección Errónea)
NF281.jpg: Sí (Detección Errónea)
NF184.jpg: Sí (Detección Errónea)
NF307.jpg: Sí (Detección Errónea)
NF228.jpg: Sí (Detección Errónea)
NF21.jpg: No (Detección Correcta)
NF193.jpg: No (Detección Correcta)
NF206.jpg: Sí (Detección Errónea)
NF43.jpg: No (Detección Correcta)
NF69.jpg: No (Detección Correcta)
NF40.jpg: No (Detección Correcta)
NF274.jpg: Sí (Detección Errónea)
NF220.jpg: Sí (Detección Errónea)
NF249.jpg: Sí (Detección Errónea)
NF65.jpg: No (Detección Correcta)
NF80.jpg: No (Detección Correcta)
NF37.jpg: No (Detección Correcta)
NF174.jpg: Sí (Detección Errónea)
NF4.jpg: No (Detección Correcta)
NF76.jpg: No (Detección Correcta)
NF255.jpg: Sí (Detección Errónea)
NF54.jpg: No (Detección Correcta)
NF113.jpg: No (Detección Correcta)
NF261.jpg: Sí (Detección Errónea)
NF56.jpg: Sí (Detección Errónea)
NF270.jpg: No (Detección Correcta)
NF13.jpg: No (Detección Correcta)
NF165.jpg: Sí (Detección Errónea)
NF171.jpg: Sí (Detección Errónea)
NF108.jpg: No (Detección Correcta)
NF66.jpg: No (Detección Correcta)
NF299.jpg: Sí (Detección Errónea)
NF200.jpg: No (Detección Correcta)
NF127.jpg: No (Detección Correcta)
NF42.jpg: No (Detección Correcta)
NF121.jpg: No (Detección Correcta)
NF256.jpg: Sí (Detección Errónea)
NF227.jpg: Sí (Detección Errónea)
NF191.jpg: Sí (Detección Errónea)
NF177.jpg: No (Detección Correcta)
NF12.jpg: No (Detección Correcta)
NF158.jpg: Sí (Detección Errónea)
NF201.jpg: Sí (Detección Errónea)
NF235.jpg: Sí (Detección Errónea)
NF44.jpg: No (Detección Correcta)
NF5.jpg: No (Detección Correcta)
NF73.jpg: No (Detección Correcta)
NF283.jpg: Sí (Detección Errónea)
NF68.jpg: No (Detección Correcta)
NF17.jpg: No (Detección Correcta)
NF140.jpg: No (Detección Correcta)
NF247.jpg: No (Detección Correcta)
NF147.jpg: Sí (Detección Errónea)
NF126.jpg: No (Detección Correcta)
NF45.jpg: No (Detección Correcta)
NF115.jpg: No (Detección Correcta)
NF210.jpg: Sí (Detección Errónea)
NF87.jpg: No (Detección Correcta)
NF243.jpg: No (Detección Correcta)
NF82.jpg: No (Detección Correcta)
NF6.jpg: No (Detección Correcta)
NF207.jpg: Sí (Detección Errónea)
NF219.jpg: Sí (Detección Errónea)
NF122.jpg: No (Detección Correcta)
NF154.jpg: No (Detección Correcta)
NF133.jpg: No (Detección Correcta)
NF109.jpg: No (Detección Correcta)
NF194.jpg: Sí (Detección Errónea)
NF136.jpg: No (Detección Correcta)
NF155.jpg: Sí (Detección Errónea)
NF156.jpg: Sí (Detección Errónea)
NF190.jpg: Sí (Detección Errónea)
NF266.jpg: Sí (Detección Errónea)
NF182.jpg: Sí (Detección Errónea)
NF34.jpg: No (Detección Correcta)
NF309.jpg: No (Detección Correcta)
NF284.jpg: Sí (Detección Errónea)
NF161.jpg: Sí (Detección Errónea)
NF15.jpg: No (Detección Correcta)
NF52.jpg: No (Detección Correcta)
NF297.jpg: Sí (Detección Errónea)
NF242.jpg: Sí (Detección Errónea)
NF151.jpg: Sí (Detección Errónea)
NF63.jpg: No (Detección Correcta)
NF280.jpg: Sí (Detección Errónea)
NF169.jpg: Sí (Detección Errónea)
NF187.jpg: Sí (Detección Errónea)
NF223.jpg: No (Detección Correcta)
NF163.jpg: Sí (Detección Errónea)
NF233.jpg: Sí (Detección Errónea)
NF104.jpg: No (Detección Correcta)
NF130.jpg: No (Detección Correcta)
NF38.jpg: No (Detección Correcta)
NF300.jpg: Sí (Detección Errónea)
NF290.jpg: Sí (Detección Errónea)
NF192.jpg: Sí (Detección Errónea)
NF62.jpg: No (Detección Correcta)
NF275.jpg: Sí (Detección Errónea)
NF273.jpg: Sí (Detección Errónea)
NF180.jpg: Sí (Detección Errónea)
NF239.jpg: No (Detección Correcta)
NF123.jpg: No (Detección Correcta)
NF1.jpg: No (Detección Correcta)
NF143.jpg: No (Detección Correcta)
NF257.jpg: Sí (Detección Errónea)
NF107.jpg: No (Detección Correcta)
NF96.jpg: No (Detección Correcta)
NF305.jpg: Sí (Detección Errónea)
NF276.jpg: Sí (Detección Errónea)
NF170.jpg: No (Detección Correcta)
NF209.jpg: Sí (Detección Errónea)
NF22.jpg: No (Detección Correcta)
NF159.jpg: Sí (Detección Errónea)
NF292.jpg: Sí (Detección Errónea)
NF55.jpg: No (Detección Correcta)
NF226.jpg: Sí (Detección Errónea)
NF70.jpg: No (Detección Correcta)
NF139.jpg: No (Detección Correcta)
NF95.jpg: Sí (Detección Errónea)
NF222.jpg: Sí (Detección Errónea)
NF287.jpg: Sí (Detección Errónea)
NF49.jpg: No (Detección Correcta)
NF116.jpg: No (Detección Correcta)
NF196.jpg: Sí (Detección Errónea)
NF146.jpg: Sí (Detección Errónea)
NF260.jpg: Sí (Detección Errónea)
NF3.jpg: No (Detección Correcta)
NF64.jpg: No (Detección Correcta)
NF14.jpg: No (Detección Correcta)
NF289.jpg: Sí (Detección Errónea)
NF197.jpg: Sí (Detección Errónea)
NF77.jpg: No (Detección Correcta)
NF264.jpg: Sí (Detección Errónea)
NF269.jpg: Sí (Detección Errónea)
NF141.jpg: No (Detección Correcta)
NF20.jpg: No (Detección Correcta)
NF110.jpg: No (Detección Correcta)
NF164.jpg: Sí (Detección Errónea)
NF92.jpg: No (Detección Correcta)
NF83.jpg: No (Detección Correcta)
NF59.jpg: No (Detección Correcta)
NF253.jpg: Sí (Detección Errónea)
NF105.jpg: No (Detección Correcta)
NF295.jpg: Sí (Detección Errónea)
NF90.jpg: No (Detección Correcta)
NF240.jpg: Sí (Detección Errónea)
NF234.jpg: Sí (Detección Errónea)
NF67.jpg: No (Detección Correcta)
NF271.jpg: Sí (Detección Errónea)
NF74.jpg: No (Detección Correcta)
NF61.jpg: No (Detección Correcta)
NF150.jpg: No (Detección Correcta)
NF51.jpg: No (Detección Correcta)
NF28.jpg: No (Detección Correcta)
NF35.jpg: No (Detección Correcta)
NF267.jpg: Sí (Detección Errónea)
NF272.jpg: Sí (Detección Errónea)
NF103.jpg: No (Detección Correcta)
NF176.jpg: Sí (Detección Errónea)
NF268.jpg: Sí (Detección Errónea)
NF145.jpg: No (Detección Correcta)
NF112.jpg: No (Detección Correcta)
NF148.jpg: No (Detección Correcta)
NF41.jpg: No (Detección Correcta)
NF26.jpg: No (Detección Correcta)
NF258.jpg: Sí (Detección Errónea)
NF149.jpg: Sí (Detección Errónea)
NF138.jpg: No (Detección Correcta)
NF144.jpg: No (Detección Correcta)
NF36.jpg: No (Detección Correcta)
NF244.jpg: Sí (Detección Errónea)
NF91.jpg: No (Detección Correcta)
NF186.jpg: Sí (Detección Errónea)
NF225.jpg: Sí (Detección Errónea)
NF213.jpg: Sí (Detección Errónea)
NF212.jpg: Sí (Detección Errónea)
NF204.jpg: Sí (Detección Errónea)
NF263.jpg: No (Detección Correcta)
NF229.jpg: Sí (Detección Errónea)
NF131.jpg: No (Detección Correcta)
NF211.jpg: Sí (Detección Errónea)
NF119.jpg: No (Detección Correcta)
NF216.jpg: No (Detección Correcta)
NF293.jpg: No (Detección Correcta)
NF205.jpg: Sí (Detección Errónea)
NF254.jpg: Sí (Detección Errónea)
NF18.jpg: No (Detección Correcta)
NF33.jpg: No (Detección Correcta)
NF106.jpg: No (Detección Correcta)
NF78.jpg: No (Detección Correcta)
NF208.jpg: Sí (Detección Errónea)
NF111.jpg: No (Detección Correcta)
NF214.jpg: Sí (Detección Errónea)
NF277.jpg: Sí (Detección Errónea)
NF183.jpg: Sí (Detección Errónea)
NF167.jpg: Sí (Detección Errónea)
NF81.jpg: No (Detección Correcta)
NF188.jpg: Sí (Detección Errónea)
NF152.jpg: Sí (Detección Errónea)
NF7.jpg: No (Detección Correcta)
NF57.jpg: No (Detección Correcta)
NF72.jpg: No (Detección Correcta)
NF58.jpg: No (Detección Correcta)
NF279.jpg: Sí (Detección Errónea)
NF100.jpg: No (Detección Correcta)
NF278.jpg: Sí (Detección Errónea)
NF134.jpg: No (Detección Correcta)
NF114.jpg: No (Detección Correcta)
NF98.jpg: No (Detección Correcta)
NF27.jpg: No (Detección Correcta)
NF118.jpg: No (Detección Correcta)
NF224.jpg: Sí (Detección Errónea)
NF125.jpg: No (Detección Correcta)
NF298.jpg: Sí (Detección Errónea)
NF262.jpg: Sí (Detección Errónea)
NF124.jpg: No (Detección Correcta)
NF47.jpg: No (Detección Correcta)
NF236.jpg: Sí (Detección Errónea)
NF135.jpg: No (Detección Correcta)
NF97.jpg: No (Detección Correcta)
NF312.jpg: Sí (Detección Errónea)
NF94.jpg: Sí (Detección Errónea)
NF173.jpg: Sí (Detección Errónea)
NF23.jpg: No (Detección Correcta)
NF189.jpg: Sí (Detección Errónea)
NF129.jpg: No (Detección Correcta)
NF132.jpg: No (Detección Correcta)
NF181.jpg: Sí (Detección Errónea)
NF175.jpg: Sí (Detección Errónea)
NF217.jpg: Sí (Detección Errónea)
NF84.jpg: No (Detección Correcta)
NF11.jpg: No (Detección Correcta)
NF241.jpg: Sí (Detección Errónea)
NF238.jpg: Sí (Detección Errónea)
NF93.jpg: No (Detección Correcta)
NF245.jpg: Sí (Detección Errónea)
NF286.jpg: No (Detección Correcta)
NF285.jpg: Sí (Detección Errónea)
NF79.jpg: No (Detección Correcta)
NF265.jpg: Sí (Detección Errónea)
NF294.jpg: Sí (Detección Errónea)
NF215.jpg: Sí (Detección Errónea)
NF157.jpg: Sí (Detección Errónea)
NF185.jpg: Sí (Detección Errónea)
NF218.jpg: Sí (Detección Errónea)
NF71.jpg: No (Detección Correcta)
NF60.jpg: No (Detección Correcta)
NF25.jpg: No (Detección Correcta)
NF288.jpg: Sí (Detección Errónea)
NF246.jpg: Sí (Detección Errónea)
NF16.jpg: No (Detección Correcta)
NF198.jpg: Sí (Detección Errónea)
NF302.jpg: Sí (Detección Errónea)
NF102.jpg: No (Detección Correcta)
NF237.jpg: Sí (Detección Errónea)
NF282.jpg: Sí (Detección Errónea)
NF248.jpg: Sí (Detección Errónea)
NF172.jpg: Sí (Detección Errónea)
NF75.jpg: No (Detección Correcta)
NF86.jpg: No (Detección Correcta)
NF259.jpg: Sí (Detección Errónea)
NF9.jpg: No (Detección Correcta)
NF99.jpg: No (Detección Correcta)
NF250.jpg: Sí (Detección Errónea)
NF32.jpg: No (Detección Correcta)
NF10.jpg: No (Detección Correcta)
NF311.jpg: Sí (Detección Errónea)
NF89.jpg: No (Detección Correcta)
NF252.jpg: Sí (Detección Errónea)
NF160.jpg: Sí (Detección Errónea)
NF179.jpg: Sí (Detección Errónea)
NF2.jpg: No (Detección Correcta)
NF120.jpg: No (Detección Correcta)
NF296.jpg: Sí (Detección Errónea)
NF168.jpg: Sí (Detección Errónea)
NF29.jpg: No (Detección Correcta)
NF203.jpg: Sí (Detección Errónea)
NF48.jpg: No (Detección Correcta)
NF88.jpg: No (Detección Correcta)
NF24.jpg: No (Detección Correcta)
NF251.jpg: Sí (Detección Errónea)
NF166.jpg: Sí (Detección Errónea)
NF53.jpg: No (Detección Correcta)
NF230.jpg: Sí (Detección Errónea)
NF19.jpg: No (Detección Correcta)
NF232.jpg: Sí (Detección Errónea)
NF46.jpg: No (Detección Correcta)
NF301.jpg: Sí (Detección Errónea)
NF303.jpg: Sí (Detección Errónea)
NF202.jpg: Sí (Detección Errónea)

Resumen:
Imágenes con fuego: 320 | Aciertos: 248 | Éxito: 77.50%
Imágenes sin fuego: 312 | Aciertos: 159 | Éxito: 50.96%
Total imágenes procesadas: 632 | Aciertos totales: 407 | Éxito global: 64.40%
