Resultados de Detección de Fuego:

Imágenes con FUEGO:
F_1103.jpg: Sí (Detección Correcta)
F_111.jpg: Sí (Detección Correcta)
F_1116.jpg: Sí (Detección Correcta)
F_1158.jpg: Sí (Detección Correcta)
F_1159.jpg: No (Detección Errónea)
F_1160.jpg: Sí (Detección Correcta)
F_1166.jpg: Sí (Detección Correcta)
F_117.jpg: Sí (Detección Correcta)
F_1171.jpg: Sí (Detección Correcta)
F_118.jpg: Sí (Detección Correcta)
F_1184.jpg: Sí (Detección Correcta)
F_12.jpg: No (Detección Errónea)
F_1201.jpg: Sí (Detección Correcta)
F_1204.jpg: Sí (Detección Correcta)
F_1209.jpg: Sí (Detección Correcta)
F_1234.jpg: Sí (Detección Correcta)
F_1236.jpg: Sí (Detección Correcta)
F_1239.jpg: Sí (Detección Correcta)
F_126.jpg: Sí (Detección Correcta)
F_13.jpg: Sí (Detección Correcta)
F_130.jpg: Sí (Detección Correcta)
F_1306.jpg: Sí (Detección Correcta)
F_132.jpg: Sí (Detección Correcta)
F_1326.jpg: Sí (Detección Correcta)
F_1344.jpg: Sí (Detección Correcta)
F_135.jpg: Sí (Detección Correcta)
F_1351.jpg: Sí (Detección Correcta)
F_1369.jpg: No (Detección Errónea)
F_1397.jpg: Sí (Detección Correcta)
F_140.jpg: Sí (Detección Correcta)
F_1408.jpg: Sí (Detección Correcta)
F_1414.jpg: Sí (Detección Correcta)
F_1420.jpg: Sí (Detección Correcta)
F_1425.jpg: Sí (Detección Correcta)
F_1427.jpg: Sí (Detección Correcta)
F_1429.jpg: No (Detección Errónea)
F_1439.jpg: Sí (Detección Correcta)
F_144.jpg: Sí (Detección Correcta)
F_1445.jpg: Sí (Detección Correcta)
F_1459.jpg: Sí (Detección Correcta)
F_1468.jpg: No (Detección Errónea)
F_148.jpg: Sí (Detección Correcta)
F_1494.jpg: Sí (Detección Correcta)
F_153.jpg: Sí (Detección Correcta)
F_1576.jpg: Sí (Detección Correcta)
F_158.jpg: Sí (Detección Correcta)
F_1587.jpg: Sí (Detección Correcta)
F_1590.jpg: Sí (Detección Correcta)
F_16.jpg: Sí (Detección Correcta)
F_1602.jpg: Sí (Detección Correcta)
F_1609.jpg: Sí (Detección Correcta)
F_1618.jpg: No (Detección Errónea)
F_162.jpg: Sí (Detección Correcta)
F_1624.jpg: No (Detección Errónea)
F_1635.jpg: No (Detección Errónea)
F_174.jpg: Sí (Detección Correcta)
F_176.jpg: Sí (Detección Correcta)
F_177.jpg: Sí (Detección Correcta)
F_18.jpg: Sí (Detección Correcta)
F_181.jpg: Sí (Detección Correcta)
F_185.jpg: Sí (Detección Correcta)
F_186.jpg: Sí (Detección Correcta)
F_187.jpg: Sí (Detección Correcta)
F_188.jpg: No (Detección Errónea)
F_190.jpg: Sí (Detección Correcta)
F_191.jpg: Sí (Detección Correcta)
F_197.jpg: Sí (Detección Correcta)
F_2.jpg: Sí (Detección Correcta)
F_202.jpg: Sí (Detección Correcta)
F_203.jpg: Sí (Detección Correcta)
F_208.jpg: Sí (Detección Correcta)
F_218.jpg: Sí (Detección Correcta)
F_223.jpg: Sí (Detección Correcta)
F_225.jpg: Sí (Detección Correcta)
F_232.jpg: Sí (Detección Correcta)
F_24.jpg: Sí (Detección Correcta)
F_246.jpg: Sí (Detección Correcta)
F_248.jpg: Sí (Detección Correcta)
F_251.jpg: Sí (Detección Correcta)
F_256.jpg: Sí (Detección Correcta)
F_258.jpg: Sí (Detección Correcta)
F_259.jpg: Sí (Detección Correcta)
F_26.jpg: Sí (Detección Correcta)
F_262.jpg: Sí (Detección Correcta)
F_264.jpg: Sí (Detección Correcta)
F_268.jpg: Sí (Detección Correcta)
F_274.jpg: Sí (Detección Correcta)
F_276.jpg: Sí (Detección Correcta)
F_277.jpg: Sí (Detección Correcta)
F_280.jpg: Sí (Detección Correcta)
F_29.jpg: Sí (Detección Correcta)
F_293.jpg: Sí (Detección Correcta)
F_296.jpg: Sí (Detección Correcta)
F_298.jpg: Sí (Detección Correcta)
F_30.jpg: Sí (Detección Correcta)
F_300.jpg: Sí (Detección Correcta)
F_313.jpg: Sí (Detección Correcta)
F_32.jpg: No (Detección Errónea)
F_321.jpg: No (Detección Errónea)
F_324.jpg: Sí (Detección Correcta)
F_325.jpg: Sí (Detección Correcta)
F_33.jpg: Sí (Detección Correcta)
F_333.jpg: Sí (Detección Correcta)
F_341.jpg: Sí (Detección Correcta)
F_371.jpg: Sí (Detección Correcta)
F_373.jpg: Sí (Detección Correcta)
F_39.jpg: Sí (Detección Correcta)
F_4.jpg: Sí (Detección Correcta)
F_43.jpg: Sí (Detección Correcta)
F_44.jpg: Sí (Detección Correcta)
F_476.jpg: Sí (Detección Correcta)
F_48.jpg: Sí (Detección Correcta)
F_49.jpg: Sí (Detección Correcta)
F_5.jpg: Sí (Detección Correcta)
F_51.jpg: Sí (Detección Correcta)
F_52.jpg: Sí (Detección Correcta)
F_534.jpg: Sí (Detección Correcta)
F_54.jpg: Sí (Detección Correcta)
F_55.jpg: Sí (Detección Correcta)
F_558.jpg: Sí (Detección Correcta)
F_566.jpg: Sí (Detección Correcta)
F_569.jpg: Sí (Detección Correcta)
F_58.jpg: Sí (Detección Correcta)
F_6.jpg: Sí (Detección Correcta)
F_7.jpg: Sí (Detección Correcta)
F_79.jpg: Sí (Detección Correcta)
F_95.jpg: Sí (Detección Correcta)
F_97.jpg: Sí (Detección Correcta)
F_99.jpg: Sí (Detección Correcta)
bosque8.jpg: Sí (Detección Correcta)
d3.jpg: Sí (Detección Correcta)
df.jpg: Sí (Detección Correcta)
ee.jpg: Sí (Detección Correcta)
imagen.jpeg: Sí (Detección Correcta)
imagen13.jpg: No (Detección Errónea)
imagen2.jpeg: Sí (Detección Correcta)
video0_0057.jpg: No (Detección Errónea)
video0_0058.jpg: No (Detección Errónea)
video0_0059.jpg: No (Detección Errónea)
video0_0060.jpg: No (Detección Errónea)
video0_0061.jpg: Sí (Detección Correcta)
video0_0062.jpg: Sí (Detección Correcta)
video0_0063.jpg: Sí (Detección Correcta)
video0_0064.jpg: No (Detección Errónea)
video0_0065.jpg: Sí (Detección Correcta)
video0_0066.jpg: Sí (Detección Correcta)
video0_0067.jpg: Sí (Detección Correcta)
video0_0068.jpg: No (Detección Errónea)
video0_0069.jpg: Sí (Detección Correcta)
video0_0070.jpg: Sí (Detección Correcta)
video0_0071.jpg: No (Detección Errónea)
video0_0072.jpg: Sí (Detección Correcta)
video0_0073.jpg: No (Detección Errónea)
video0_0074.jpg: No (Detección Errónea)
video0_0075.jpg: No (Detección Errónea)
video0_0076.jpg: Sí (Detección Correcta)
video0_0077.jpg: No (Detección Errónea)
video0_0078.jpg: No (Detección Errónea)
video0_0079.jpg: No (Detección Errónea)
video0_0080.jpg: Sí (Detección Correcta)
video0_0081.jpg: Sí (Detección Correcta)
video0_0082.jpg: No (Detección Errónea)
video0_0083.jpg: No (Detección Errónea)
video0_0084.jpg: Sí (Detección Correcta)
video0_0085.jpg: No (Detección Errónea)
video0_0086.jpg: Sí (Detección Correcta)
video0_0087.jpg: Sí (Detección Correcta)
video0_0088.jpg: No (Detección Errónea)
video0_0089.jpg: Sí (Detección Correcta)
video0_0090.jpg: Sí (Detección Correcta)
video0_0091.jpg: No (Detección Errónea)
video0_0092.jpg: Sí (Detección Correcta)
video0_0093.jpg: Sí (Detección Correcta)
video0_0094.jpg: No (Detección Errónea)
video0_0095.jpg: Sí (Detección Correcta)
video0_0096.jpg: Sí (Detección Correcta)
video0_0097.jpg: Sí (Detección Correcta)
video0_0098.jpg: Sí (Detección Correcta)
video0_0099.jpg: Sí (Detección Correcta)
video0_0100.jpg: Sí (Detección Correcta)
video0_0101.jpg: No (Detección Errónea)
video2_0000.jpg: Sí (Detección Correcta)
video2_0001.jpg: Sí (Detección Correcta)
video2_0002.jpg: Sí (Detección Correcta)
video2_0003.jpg: Sí (Detección Correcta)
video2_0004.jpg: Sí (Detección Correcta)
video2_0005.jpg: Sí (Detección Correcta)
video2_0006.jpg: Sí (Detección Correcta)
video2_0007.jpg: Sí (Detección Correcta)
video2_0008.jpg: Sí (Detección Correcta)
video2_0009.jpg: Sí (Detección Correcta)
video2_0010.jpg: Sí (Detección Correcta)
video2_0011.jpg: Sí (Detección Correcta)
video2_0012.jpg: Sí (Detección Correcta)
video2_0013.jpg: Sí (Detección Correcta)
video2_0014.jpg: Sí (Detección Correcta)
video2_0015.jpg: Sí (Detección Correcta)
video2_0016.jpg: Sí (Detección Correcta)
video2_0017.jpg: Sí (Detección Correcta)
video2_0018.jpg: Sí (Detección Correcta)
video2_0019.jpg: Sí (Detección Correcta)
video2_0020.jpg: Sí (Detección Correcta)
video2_0021.jpg: Sí (Detección Correcta)
video2_0022.jpg: Sí (Detección Correcta)
video2_0023.jpg: Sí (Detección Correcta)
video2_0024.jpg: Sí (Detección Correcta)
video2_0025.jpg: Sí (Detección Correcta)
video2_0026.jpg: Sí (Detección Correcta)
video2_0027.jpg: Sí (Detección Correcta)
video2_0028.jpg: Sí (Detección Correcta)
video2_0029.jpg: Sí (Detección Correcta)
video2_0030.jpg: Sí (Detección Correcta)
video2_0031.jpg: Sí (Detección Correcta)
video2_0032.jpg: Sí (Detección Correcta)
video2_0033.jpg: Sí (Detección Correcta)
video2_0034.jpg: Sí (Detección Correcta)
video2_0035.jpg: Sí (Detección Correcta)
video2_0036.jpg: Sí (Detección Correcta)
video2_0037.jpg: Sí (Detección Correcta)
video2_0038.jpg: Sí (Detección Correcta)
video2_0039.jpg: Sí (Detección Correcta)
video2_0045.jpg: Sí (Detección Correcta)
video2_0046.jpg: Sí (Detección Correcta)
video2_0047.jpg: Sí (Detección Correcta)
video2_0048.jpg: Sí (Detección Correcta)
video2_0049.jpg: Sí (Detección Correcta)
video3_0000.jpg: Sí (Detección Correcta)
video3_0001.jpg: Sí (Detección Correcta)
video3_0002.jpg: Sí (Detección Correcta)
video3_0003.jpg: Sí (Detección Correcta)
video3_0004.jpg: No (Detección Errónea)
video3_0005.jpg: Sí (Detección Correcta)
video3_0006.jpg: Sí (Detección Correcta)
video3_0007.jpg: No (Detección Errónea)
video3_0008.jpg: No (Detección Errónea)
video3_0009.jpg: No (Detección Errónea)
video3_0014.jpg: No (Detección Errónea)
video3_0015.jpg: No (Detección Errónea)
video3_0016.jpg: No (Detección Errónea)
video3_0017.jpg: No (Detección Errónea)
video3_0018.jpg: Sí (Detección Correcta)
video3_0019.jpg: Sí (Detección Correcta)
video3_0020.jpg: Sí (Detección Correcta)
video3_0021.jpg: Sí (Detección Correcta)
video3_0022.jpg: No (Detección Errónea)
video3_0023.jpg: No (Detección Errónea)
video3_0024.jpg: Sí (Detección Correcta)
video3_0025.jpg: Sí (Detección Correcta)
video3_0026.jpg: Sí (Detección Correcta)
video3_0027.jpg: No (Detección Errónea)
video3_0028.jpg: Sí (Detección Correcta)
video3_0029.jpg: Sí (Detección Correcta)
video3_0030.jpg: Sí (Detección Correcta)
video3_0031.jpg: Sí (Detección Correcta)
video3_0032.jpg: Sí (Detección Correcta)
video3_0033.jpg: Sí (Detección Correcta)
video3_0034.jpg: No (Detección Errónea)

Imágenes SIN fuego:
NF_10.jpg: No (Detección Correcta)
NF_11.jpg: No (Detección Correcta)
NF_12.jpg: No (Detección Correcta)
NF_122.jpg: No (Detección Correcta)
NF_14.jpg: Sí (Detección Errónea)
NF_163.jpg: No (Detección Correcta)
NF_165.jpg: No (Detección Correcta)
NF_166.jpg: No (Detección Correcta)
NF_168.jpg: No (Detección Correcta)
NF_17.jpg: No (Detección Correcta)
NF_170.jpg: No (Detección Correcta)
NF_172.jpg: No (Detección Correcta)
NF_174.jpg: No (Detección Correcta)
NF_175.jpg: No (Detección Correcta)
NF_177.jpg: No (Detección Correcta)
NF_178.jpg: No (Detección Correcta)
NF_180.jpg: No (Detección Correcta)
NF_181.jpg: No (Detección Correcta)
NF_184.jpg: No (Detección Correcta)
NF_185.jpg: No (Detección Correcta)
NF_187.jpg: No (Detección Correcta)
NF_189.jpg: No (Detección Correcta)
NF_19.jpg: No (Detección Correcta)
NF_190.jpg: No (Detección Correcta)
NF_192.jpg: No (Detección Correcta)
NF_193.jpg: No (Detección Correcta)
NF_195.jpg: No (Detección Correcta)
NF_196.jpg: No (Detección Correcta)
NF_197.jpg: No (Detección Correcta)
NF_198.jpg: No (Detección Correcta)
NF_199.jpg: No (Detección Correcta)
NF_201.jpg: No (Detección Correcta)
NF_24.jpg: Sí (Detección Errónea)
NF_25.jpg: No (Detección Correcta)
NF_252.jpg: Sí (Detección Errónea)
NF_253.jpg: No (Detección Correcta)
NF_254.jpg: Sí (Detección Errónea)
NF_255.jpg: Sí (Detección Errónea)
NF_261.jpg: No (Detección Correcta)
NF_263.jpg: Sí (Detección Errónea)
NF_269.jpg: No (Detección Correcta)
NF_27.jpg: Sí (Detección Errónea)
NF_28.jpg: No (Detección Correcta)
NF_280.jpg: No (Detección Correcta)
NF_284.jpg: No (Detección Correcta)
NF_298.jpg: No (Detección Correcta)
NF_299.jpg: No (Detección Correcta)
NF_3.jpg: No (Detección Correcta)
NF_302.jpg: No (Detección Correcta)
NF_303.jpg: No (Detección Correcta)
NF_304.jpg: No (Detección Correcta)
NF_308.jpg: No (Detección Correcta)
NF_310.jpg: No (Detección Correcta)
NF_311.jpg: No (Detección Correcta)
NF_314.jpg: No (Detección Correcta)
NF_315.jpg: No (Detección Correcta)
NF_316.jpg: No (Detección Correcta)
NF_317.jpg: No (Detección Correcta)
NF_320.jpg: No (Detección Correcta)
NF_34.jpg: Sí (Detección Errónea)
NF_340.jpg: No (Detección Correcta)
NF_341.jpg: No (Detección Correcta)
NF_343.jpg: No (Detección Correcta)
NF_344.jpg: No (Detección Correcta)
NF_348.jpg: No (Detección Correcta)
NF_349.jpg: No (Detección Correcta)
NF_35.jpg: No (Detección Correcta)
NF_350.jpg: No (Detección Correcta)
NF_353.jpg: No (Detección Correcta)
NF_355.jpg: No (Detección Correcta)
NF_356.jpg: Sí (Detección Errónea)
NF_358.jpg: No (Detección Correcta)
NF_360.jpg: No (Detección Correcta)
NF_37.jpg: No (Detección Correcta)
NF_370.jpg: No (Detección Correcta)
NF_371.jpg: No (Detección Correcta)
NF_379.jpg: No (Detección Correcta)
NF_393.jpg: No (Detección Correcta)
NF_394.jpg: No (Detección Correcta)
NF_402.jpg: Sí (Detección Errónea)
NF_407.jpg: No (Detección Correcta)
NF_409.jpg: Sí (Detección Errónea)
NF_410.jpg: No (Detección Correcta)
NF_411.jpg: No (Detección Correcta)
NF_412.jpg: No (Detección Correcta)
NF_413.jpg: No (Detección Correcta)
NF_414.jpg: No (Detección Correcta)
NF_415.jpg: No (Detección Correcta)
NF_416.jpg: No (Detección Correcta)
NF_417.jpg: No (Detección Correcta)
NF_418.jpg: No (Detección Correcta)
NF_419.jpg: No (Detección Correcta)
NF_42.jpg: No (Detección Correcta)
NF_431.jpg: No (Detección Correcta)
NF_436.jpg: No (Detección Correcta)
NF_437.jpg: No (Detección Correcta)
NF_45.jpg: No (Detección Correcta)
NF_456.jpg: No (Detección Correcta)
NF_46.jpg: No (Detección Correcta)
NF_47.jpg: Sí (Detección Errónea)
NF_48.jpg: No (Detección Correcta)
NF_486.jpg: No (Detección Correcta)
NF_487.jpg: No (Detección Correcta)
NF_488.jpg: No (Detección Correcta)
NF_489.jpg: No (Detección Correcta)
NF_5.jpg: No (Detección Correcta)
NF_51.jpg: Sí (Detección Errónea)
NF_57.jpg: No (Detección Correcta)
NF_721.jpg: No (Detección Correcta)
NF_724.jpg: No (Detección Correcta)
NF_725.jpg: No (Detección Correcta)
NF_730.jpg: No (Detección Correcta)
NF_737.jpg: No (Detección Correcta)
NF_740.jpg: No (Detección Correcta)
NF_741.jpg: No (Detección Correcta)
NF_744.jpg: Sí (Detección Errónea)
NF_745.jpg: No (Detección Correcta)
NF_75.jpg: No (Detección Correcta)
NF_750.jpg: No (Detección Correcta)
NF_751.jpg: No (Detección Correcta)
NF_756.jpg: No (Detección Correcta)
NF_757.jpg: No (Detección Correcta)
NF_759.jpg: No (Detección Correcta)
NF_770.jpg: No (Detección Correcta)
NF_771.jpg: No (Detección Correcta)
NF_775.jpg: No (Detección Correcta)
NF_777.jpg: No (Detección Correcta)
NF_779.jpg: No (Detección Correcta)
NF_780.jpg: No (Detección Correcta)
NF_782.jpg: No (Detección Correcta)
NF_791.jpg: No (Detección Correcta)
NF_792.jpg: No (Detección Correcta)
NF_8.jpg: No (Detección Correcta)
NF_81.jpg: No (Detección Correcta)
NF_828.jpg: No (Detección Correcta)
NF_846.jpg: No (Detección Correcta)
NF_848.jpg: No (Detección Correcta)
NF_880.jpg: No (Detección Correcta)
NF_883.jpg: No (Detección Correcta)
NF_884.jpg: No (Detección Correcta)
NF_902.jpg: No (Detección Correcta)
NF_907.jpg: No (Detección Correcta)
NF_908.jpg: No (Detección Correcta)
NF_919.jpg: No (Detección Correcta)
NF_953.jpg: No (Detección Correcta)
NF_956.jpg: Sí (Detección Errónea)
NF_957.jpg: No (Detección Correcta)
NF_960.jpg: No (Detección Correcta)
NF_961.jpg: No (Detección Correcta)
NF_968.jpg: No (Detección Correcta)
aa1.jpg: No (Detección Correcta)
aa10.jpg: No (Detección Correcta)
aa11.jpg: No (Detección Correcta)
aa12.jpg: No (Detección Correcta)
aa13.jpg: No (Detección Correcta)
aa14.jpg: No (Detección Correcta)
aa15.jpg: No (Detección Correcta)
aa16.jpg: No (Detección Correcta)
aa17.jpg: No (Detección Correcta)
aa18.jpg: No (Detección Correcta)
aa19.jpg: No (Detección Correcta)
aa2.jpg: No (Detección Correcta)
aa20.jpg: No (Detección Correcta)
aa21.jpg: No (Detección Correcta)
aa22.jpg: No (Detección Correcta)
aa23.jpg: No (Detección Correcta)
aa3.jpg: No (Detección Correcta)
aa4.jpg: No (Detección Correcta)
aa5.jpg: No (Detección Correcta)
aa6.jpg: No (Detección Correcta)
aa7.jpg: No (Detección Correcta)
aa8.jpg: No (Detección Correcta)
aa9.jpg: No (Detección Correcta)
aaa1.jpg: No (Detección Correcta)
aaa10.jpg: No (Detección Correcta)
aaa11.jpg: No (Detección Correcta)
aaa12.jpg: No (Detección Correcta)
aaa13.jpg: No (Detección Correcta)
aaa14.jpg: No (Detección Correcta)
aaa15.jpg: No (Detección Correcta)
aaa16.jpg: No (Detección Correcta)
aaa17.jpg: No (Detección Correcta)
aaa18.jpg: No (Detección Correcta)
aaa19.jpg: No (Detección Correcta)
aaa2.jpg: No (Detección Correcta)
aaa20.jpg: No (Detección Correcta)
aaa21.jpg: No (Detección Correcta)
aaa22.jpg: No (Detección Correcta)
aaa23.jpg: No (Detección Correcta)
aaa3.jpg: No (Detección Correcta)
aaa4.jpg: No (Detección Correcta)
aaa5.jpg: No (Detección Correcta)
aaa6.jpg: No (Detección Correcta)
aaa7.jpg: No (Detección Correcta)
aaa8.jpg: No (Detección Correcta)
aaa9.jpg: No (Detección Correcta)
bb1.jpg: No (Detección Correcta)
bb10.jpg: No (Detección Correcta)
bb11.jpg: No (Detección Correcta)
bb12.jpg: No (Detección Correcta)
bb13.jpg: No (Detección Correcta)
bb14.jpg: No (Detección Correcta)
bb15.jpg: No (Detección Correcta)
bb16.jpg: No (Detección Correcta)
bb17.jpg: No (Detección Correcta)
bb18.jpg: No (Detección Correcta)
bb19.jpg: No (Detección Correcta)
bb2.jpg: No (Detección Correcta)
bb20.jpg: No (Detección Correcta)
bb21.jpg: No (Detección Correcta)
bb22.jpg: No (Detección Correcta)
bb23.jpg: No (Detección Correcta)
bb3.jpg: No (Detección Correcta)
bb4.jpg: No (Detección Correcta)
bb5.jpg: No (Detección Correcta)
bb6.jpg: No (Detección Correcta)
bb7.jpg: No (Detección Correcta)
bb8.jpg: No (Detección Correcta)
bb9.jpg: No (Detección Correcta)
bbb1.jpg: No (Detección Correcta)
bbb10.jpg: No (Detección Correcta)
bbb11.jpg: No (Detección Correcta)
bbb12.jpg: No (Detección Correcta)
bbb13.jpg: No (Detección Correcta)
bbb14.jpg: No (Detección Correcta)
bbb15.jpg: No (Detección Correcta)
bbb16.jpg: No (Detección Correcta)
bbb17.jpg: No (Detección Correcta)
bbb18.jpg: No (Detección Correcta)
bbb19.jpg: No (Detección Correcta)
bbb2.jpg: No (Detección Correcta)
bbb20.jpg: No (Detección Correcta)
bbb21.jpg: No (Detección Correcta)
bbb22.jpg: No (Detección Correcta)
bbb23.jpg: No (Detección Correcta)
bbb3.jpg: No (Detección Correcta)
bbb4.jpg: No (Detección Correcta)
bbb5.jpg: No (Detección Correcta)
bbb6.jpg: No (Detección Correcta)
bbb7.jpg: No (Detección Correcta)
bbb8.jpg: No (Detección Correcta)
bbb9.jpg: No (Detección Correcta)
bosque1.jpg: Sí (Detección Errónea)
c1.jpg: No (Detección Correcta)
c10.jpg: No (Detección Correcta)
c11.jpg: No (Detección Correcta)
c12.jpg: No (Detección Correcta)
c13.jpg: No (Detección Correcta)
c14.jpg: No (Detección Correcta)
c15.jpg: No (Detección Correcta)
c16.jpg: No (Detección Correcta)
c17.jpg: No (Detección Correcta)
c18.jpg: No (Detección Correcta)
c19.jpg: No (Detección Correcta)
c2.jpg: No (Detección Correcta)
c20.jpg: No (Detección Correcta)
c21.jpg: No (Detección Correcta)
c22.jpg: No (Detección Correcta)
c23.jpg: No (Detección Correcta)
c3.jpg: No (Detección Correcta)
c4.jpg: No (Detección Correcta)
c5.jpg: No (Detección Correcta)
c6.jpg: No (Detección Correcta)
c7.jpg: No (Detección Correcta)
c8.jpg: No (Detección Correcta)
c9.jpg: No (Detección Correcta)
cc1.jpg: No (Detección Correcta)
cc10.jpg: No (Detección Correcta)
cc11.jpg: No (Detección Correcta)
cc12.jpg: No (Detección Correcta)
cc13.jpg: No (Detección Correcta)
cc14.jpg: No (Detección Correcta)
cc15.jpg: No (Detección Correcta)
cc16.jpg: No (Detección Correcta)
cc17.jpg: No (Detección Correcta)
cc18.jpg: No (Detección Correcta)
cc19.jpg: No (Detección Correcta)
cc2.jpg: No (Detección Correcta)
cc20.jpg: No (Detección Correcta)
cc21.jpg: No (Detección Correcta)
cc22.jpg: No (Detección Correcta)
cc23.jpg: No (Detección Correcta)
cc3.jpg: No (Detección Correcta)
cc4.jpg: No (Detección Correcta)
cc5.jpg: No (Detección Correcta)
cc6.jpg: No (Detección Correcta)
cc7.jpg: No (Detección Correcta)
cc8.jpg: No (Detección Correcta)
cc9.jpg: No (Detección Correcta)
ccc1.jpg: No (Detección Correcta)
ccc10.jpg: No (Detección Correcta)
ccc11.jpg: No (Detección Correcta)
ccc12.jpg: No (Detección Correcta)
ccc13.jpg: No (Detección Correcta)
ccc14.jpg: No (Detección Correcta)
ccc15.jpg: No (Detección Correcta)
ccc16.jpg: No (Detección Correcta)
ccc17.jpg: No (Detección Correcta)
ccc18.jpg: No (Detección Correcta)
ccc19.jpg: No (Detección Correcta)
ccc2.jpg: No (Detección Correcta)
ccc20.jpg: No (Detección Correcta)
ccc21.jpg: No (Detección Correcta)
ccc22.jpg: No (Detección Correcta)
ccc23.jpg: No (Detección Correcta)
ccc3.jpg: No (Detección Correcta)
ccc4.jpg: No (Detección Correcta)
ccc5.jpg: No (Detección Correcta)
ccc6.jpg: No (Detección Correcta)
ccc7.jpg: No (Detección Correcta)
ccc8.jpg: No (Detección Correcta)
ccc9.jpg: No (Detección Correcta)
