Resultados de Detección de Fuego:

Imágenes con FUEGO:
F155.jpg: Sí (Detección Correcta)
F196.jpg: Sí (Detección Correcta)
F295.jpg: Sí (Detección Correcta)
F52.jpg: Sí (Detección Correcta)
F72.jpg: Sí (Detección Correcta)
F216.jpg: Sí (Detección Correcta)
F164.jpg: Sí (Detección Correcta)
F184.jpg: Sí (Detección Correcta)
F293.jpg: Sí (Detección Correcta)
F180.jpg: Sí (Detección Correcta)
F204.jpg: Sí (Detección Correcta)
F105.jpg: Sí (Detección Correcta)
F228.jpg: Sí (Detección Correcta)
F135.jpg: Sí (Detección Correcta)
F170.jpg: Sí (Detección Correcta)
F62.jpg: Sí (Detección Correcta)
F141.jpg: Sí (Detección Correcta)
F206.jpg: Sí (Detección Correcta)
F281.jpg: Sí (Detección Correcta)
F306.jpg: Sí (Detección Correcta)
F233.jpg: Sí (Detección Correcta)
F279.jpg: Sí (Detección Correcta)
F276.jpg: Sí (Detección Correcta)
F53.jpg: Sí (Detección Correcta)
F125.jpg: Sí (Detección Correcta)
F305.jpg: Sí (Detección Correcta)
F54.jpg: No (Detección Errónea)
F211.jpg: Sí (Detección Correcta)
F201.jpg: Sí (Detección Correcta)
F238.jpg: Sí (Detección Correcta)
F200.jpg: Sí (Detección Correcta)
F282.jpg: Sí (Detección Correcta)
F168.jpg: Sí (Detección Correcta)
F253.jpg: Sí (Detección Correcta)
F22.jpg: Sí (Detección Correcta)
F194.jpg: Sí (Detección Correcta)
F76.jpg: Sí (Detección Correcta)
F24.jpg: Sí (Detección Correcta)
F302.jpg: Sí (Detección Correcta)
F42.jpg: Sí (Detección Correcta)
F100.jpg: Sí (Detección Correcta)
F185.jpg: Sí (Detección Correcta)
F98.jpg: Sí (Detección Correcta)
F29.jpg: Sí (Detección Correcta)
F78.jpg: Sí (Detección Correcta)
F55.jpg: Sí (Detección Correcta)
F91.jpg: Sí (Detección Correcta)
F252.jpg: Sí (Detección Correcta)
F210.jpg: Sí (Detección Correcta)
F101.jpg: Sí (Detección Correcta)
F60.jpg: Sí (Detección Correcta)
F64.jpg: Sí (Detección Correcta)
F30.jpg: Sí (Detección Correcta)
F314.jpg: Sí (Detección Correcta)
F195.jpg: Sí (Detección Correcta)
F51.jpg: Sí (Detección Correcta)
F312.jpg: Sí (Detección Correcta)
F297.jpg: Sí (Detección Correcta)
F63.jpg: Sí (Detección Correcta)
F85.jpg: Sí (Detección Correcta)
F129.jpg: Sí (Detección Correcta)
F192.jpg: Sí (Detección Correcta)
F250.jpg: Sí (Detección Correcta)
F132.jpg: Sí (Detección Correcta)
F104.jpg: Sí (Detección Correcta)
F70.jpg: Sí (Detección Correcta)
F153.jpg: Sí (Detección Correcta)
F140.jpg: Sí (Detección Correcta)
F191.jpg: Sí (Detección Correcta)
F181.jpg: Sí (Detección Correcta)
F57.jpg: Sí (Detección Correcta)
F8.jpg: Sí (Detección Correcta)
F7.jpg: Sí (Detección Correcta)
F84.jpg: Sí (Detección Correcta)
F109.jpg: Sí (Detección Correcta)
F94.jpg: Sí (Detección Correcta)
F284.jpg: Sí (Detección Correcta)
F280.jpg: Sí (Detección Correcta)
F127.jpg: Sí (Detección Correcta)
F138.jpg: Sí (Detección Correcta)
F270.jpg: Sí (Detección Correcta)
F89.jpg: Sí (Detección Correcta)
F249.jpg: Sí (Detección Correcta)
F142.jpg: Sí (Detección Correcta)
F146.jpg: Sí (Detección Correcta)
F126.jpg: Sí (Detección Correcta)
F43.jpg: Sí (Detección Correcta)
F161.jpg: Sí (Detección Correcta)
F148.jpg: Sí (Detección Correcta)
F239.jpg: Sí (Detección Correcta)
F16.jpg: Sí (Detección Correcta)
F225.jpg: Sí (Detección Correcta)
F87.jpg: Sí (Detección Correcta)
F130.jpg: Sí (Detección Correcta)
F266.jpg: Sí (Detección Correcta)
F124.jpg: Sí (Detección Correcta)
F116.jpg: Sí (Detección Correcta)
F289.jpg: Sí (Detección Correcta)
F79.jpg: Sí (Detección Correcta)
F23.jpg: Sí (Detección Correcta)
F175.jpg: Sí (Detección Correcta)
F259.jpg: Sí (Detección Correcta)
F296.jpg: Sí (Detección Correcta)
F88.jpg: Sí (Detección Correcta)
F277.jpg: Sí (Detección Correcta)
F178.jpg: Sí (Detección Correcta)
F56.jpg: Sí (Detección Correcta)
F307.jpg: Sí (Detección Correcta)
F75.jpg: Sí (Detección Correcta)
F110.jpg: Sí (Detección Correcta)
F38.jpg: Sí (Detección Correcta)
F183.jpg: Sí (Detección Correcta)
F157.jpg: Sí (Detección Correcta)
F209.jpg: Sí (Detección Correcta)
F169.jpg: Sí (Detección Correcta)
F287.jpg: Sí (Detección Correcta)
F290.jpg: Sí (Detección Correcta)
F45.jpg: Sí (Detección Correcta)
F247.jpg: Sí (Detección Correcta)
F318.jpg: Sí (Detección Correcta)
F58.jpg: Sí (Detección Correcta)
F137.jpg: Sí (Detección Correcta)
F71.jpg: Sí (Detección Correcta)
F80.jpg: Sí (Detección Correcta)
F44.jpg: Sí (Detección Correcta)
F68.jpg: Sí (Detección Correcta)
F237.jpg: Sí (Detección Correcta)
F231.jpg: Sí (Detección Correcta)
F214.jpg: Sí (Detección Correcta)
F82.jpg: Sí (Detección Correcta)
F267.jpg: Sí (Detección Correcta)
F119.jpg: Sí (Detección Correcta)
F256.jpg: Sí (Detección Correcta)
F158.jpg: Sí (Detección Correcta)
F97.jpg: Sí (Detección Correcta)
F37.jpg: Sí (Detección Correcta)
F202.jpg: Sí (Detección Correcta)
F27.jpg: Sí (Detección Correcta)
F309.jpg: Sí (Detección Correcta)
F167.jpg: Sí (Detección Correcta)
F218.jpg: Sí (Detección Correcta)
F187.jpg: Sí (Detección Correcta)
F32.jpg: Sí (Detección Correcta)
F83.jpg: Sí (Detección Correcta)
F257.jpg: Sí (Detección Correcta)
F275.jpg: Sí (Detección Correcta)
F35.jpg: Sí (Detección Correcta)
F316.jpg: Sí (Detección Correcta)
F308.jpg: Sí (Detección Correcta)
F102.jpg: Sí (Detección Correcta)
F86.jpg: Sí (Detección Correcta)
F99.jpg: Sí (Detección Correcta)
F28.jpg: Sí (Detección Correcta)
F264.jpg: Sí (Detección Correcta)
F319.jpg: Sí (Detección Correcta)
F193.jpg: Sí (Detección Correcta)
F152.jpg: Sí (Detección Correcta)
F255.jpg: Sí (Detección Correcta)
F271.jpg: Sí (Detección Correcta)
F189.jpg: Sí (Detección Correcta)
F254.jpg: Sí (Detección Correcta)
F176.jpg: Sí (Detección Correcta)
F227.jpg: Sí (Detección Correcta)
F165.jpg: Sí (Detección Correcta)
F263.jpg: Sí (Detección Correcta)
F240.jpg: Sí (Detección Correcta)
F66.jpg: Sí (Detección Correcta)
F143.jpg: Sí (Detección Correcta)
F261.jpg: Sí (Detección Correcta)
F113.jpg: Sí (Detección Correcta)
F310.jpg: Sí (Detección Correcta)
F215.jpg: Sí (Detección Correcta)
F4.jpg: Sí (Detección Correcta)
F156.jpg: Sí (Detección Correcta)
F47.jpg: Sí (Detección Correcta)
F159.jpg: Sí (Detección Correcta)
F224.jpg: Sí (Detección Correcta)
F2.jpg: Sí (Detección Correcta)
F235.jpg: Sí (Detección Correcta)
F106.jpg: Sí (Detección Correcta)
F128.jpg: Sí (Detección Correcta)
F313.jpg: Sí (Detección Correcta)
F108.jpg: Sí (Detección Correcta)
F93.jpg: Sí (Detección Correcta)
F136.jpg: Sí (Detección Correcta)
F283.jpg: Sí (Detección Correcta)
F67.jpg: Sí (Detección Correcta)
F59.jpg: Sí (Detección Correcta)
F17.jpg: Sí (Detección Correcta)
F3.jpg: Sí (Detección Correcta)
F207.jpg: Sí (Detección Correcta)
F205.jpg: Sí (Detección Correcta)
F134.jpg: Sí (Detección Correcta)
F122.jpg: Sí (Detección Correcta)
F13.jpg: Sí (Detección Correcta)
F304.jpg: Sí (Detección Correcta)
F245.jpg: Sí (Detección Correcta)
F179.jpg: Sí (Detección Correcta)
F163.jpg: Sí (Detección Correcta)
F117.jpg: No (Detección Errónea)
F41.jpg: Sí (Detección Correcta)
F219.jpg: Sí (Detección Correcta)
F242.jpg: Sí (Detección Correcta)
F229.jpg: Sí (Detección Correcta)
F291.jpg: Sí (Detección Correcta)
F96.jpg: Sí (Detección Correcta)
F248.jpg: Sí (Detección Correcta)
F213.jpg: Sí (Detección Correcta)
F166.jpg: Sí (Detección Correcta)
F115.jpg: Sí (Detección Correcta)
F95.jpg: Sí (Detección Correcta)
F299.jpg: Sí (Detección Correcta)
F303.jpg: Sí (Detección Correcta)
F114.jpg: Sí (Detección Correcta)
F112.jpg: Sí (Detección Correcta)
F301.jpg: Sí (Detección Correcta)
F103.jpg: Sí (Detección Correcta)
F234.jpg: Sí (Detección Correcta)
F241.jpg: Sí (Detección Correcta)
F186.jpg: Sí (Detección Correcta)
F81.jpg: Sí (Detección Correcta)
F120.jpg: Sí (Detección Correcta)
F177.jpg: Sí (Detección Correcta)
F272.jpg: Sí (Detección Correcta)
F151.jpg: Sí (Detección Correcta)
F273.jpg: Sí (Detección Correcta)
F1.jpg: Sí (Detección Correcta)
F197.jpeg: Sí (Detección Correcta)
F199.jpeg: Sí (Detección Correcta)

Imágenes SIN FUEGO:
NF310.jpg: No (Detección Correcta)
NF231.jpg: No (Detección Correcta)
NF101.jpg: No (Detección Correcta)
NF137.jpg: No (Detección Correcta)
NF142.jpg: No (Detección Correcta)
NF50.jpg: No (Detección Correcta)
NF178.jpg: No (Detección Correcta)
NF85.jpg: No (Detección Correcta)
NF30.jpg: No (Detección Correcta)
NF291.jpg: No (Detección Correcta)
NF8.jpg: No (Detección Correcta)
NF195.jpg: No (Detección Correcta)
NF153.jpg: No (Detección Correcta)
NF39.jpg: No (Detección Correcta)
NF221.jpg: No (Detección Correcta)
NF117.jpg: No (Detección Correcta)
NF308.jpg: No (Detección Correcta)
NF162.jpg: No (Detección Correcta)
NF199.jpg: No (Detección Correcta)
NF128.jpg: No (Detección Correcta)
NF31.jpg: No (Detección Correcta)
NF304.jpg: No (Detección Correcta)
NF306.jpg: No (Detección Correcta)
NF281.jpg: No (Detección Correcta)
NF184.jpg: No (Detección Correcta)
NF307.jpg: No (Detección Correcta)
NF228.jpg: No (Detección Correcta)
NF21.jpg: No (Detección Correcta)
NF193.jpg: No (Detección Correcta)
NF206.jpg: No (Detección Correcta)
NF43.jpg: No (Detección Correcta)
NF69.jpg: No (Detección Correcta)
NF40.jpg: No (Detección Correcta)
NF274.jpg: No (Detección Correcta)
NF220.jpg: No (Detección Correcta)
NF249.jpg: No (Detección Correcta)
NF65.jpg: Sí (Detección Errónea)
NF80.jpg: No (Detección Correcta)
NF37.jpg: No (Detección Correcta)
NF174.jpg: No (Detección Correcta)
NF4.jpg: No (Detección Correcta)
NF76.jpg: No (Detección Correcta)
NF255.jpg: No (Detección Correcta)
NF54.jpg: No (Detección Correcta)
NF113.jpg: No (Detección Correcta)
NF261.jpg: No (Detección Correcta)
NF56.jpg: No (Detección Correcta)
NF270.jpg: No (Detección Correcta)
NF13.jpg: No (Detección Correcta)
NF165.jpg: No (Detección Correcta)
NF171.jpg: No (Detección Correcta)
NF108.jpg: No (Detección Correcta)
NF66.jpg: No (Detección Correcta)
NF299.jpg: No (Detección Correcta)
NF200.jpg: No (Detección Correcta)
NF127.jpg: No (Detección Correcta)
NF42.jpg: No (Detección Correcta)
NF121.jpg: No (Detección Correcta)
NF256.jpg: No (Detección Correcta)
NF227.jpg: No (Detección Correcta)
NF191.jpg: No (Detección Correcta)
NF177.jpg: No (Detección Correcta)
NF12.jpg: No (Detección Correcta)
NF158.jpg: No (Detección Correcta)
NF201.jpg: No (Detección Correcta)
NF235.jpg: No (Detección Correcta)
NF44.jpg: No (Detección Correcta)
NF5.jpg: Sí (Detección Errónea)
NF73.jpg: No (Detección Correcta)
NF283.jpg: No (Detección Correcta)
NF68.jpg: No (Detección Correcta)
NF17.jpg: No (Detección Correcta)
NF140.jpg: No (Detección Correcta)
NF247.jpg: No (Detección Correcta)
NF147.jpg: No (Detección Correcta)
NF126.jpg: No (Detección Correcta)
NF45.jpg: No (Detección Correcta)
NF115.jpg: No (Detección Correcta)
NF210.jpg: No (Detección Correcta)
NF87.jpg: No (Detección Correcta)
NF243.jpg: No (Detección Correcta)
NF82.jpg: No (Detección Correcta)
NF6.jpg: No (Detección Correcta)
NF207.jpg: No (Detección Correcta)
NF219.jpg: No (Detección Correcta)
NF122.jpg: No (Detección Correcta)
NF154.jpg: No (Detección Correcta)
NF133.jpg: No (Detección Correcta)
NF109.jpg: No (Detección Correcta)
NF194.jpg: No (Detección Correcta)
NF136.jpg: No (Detección Correcta)
NF155.jpg: No (Detección Correcta)
NF156.jpg: No (Detección Correcta)
NF190.jpg: No (Detección Correcta)
NF266.jpg: No (Detección Correcta)
NF182.jpg: No (Detección Correcta)
NF34.jpg: No (Detección Correcta)
NF309.jpg: No (Detección Correcta)
NF284.jpg: No (Detección Correcta)
NF161.jpg: No (Detección Correcta)
NF15.jpg: No (Detección Correcta)
NF52.jpg: No (Detección Correcta)
NF297.jpg: No (Detección Correcta)
NF242.jpg: No (Detección Correcta)
NF151.jpg: No (Detección Correcta)
NF63.jpg: No (Detección Correcta)
NF280.jpg: No (Detección Correcta)
NF169.jpg: No (Detección Correcta)
NF187.jpg: No (Detección Correcta)
NF223.jpg: No (Detección Correcta)
NF163.jpg: No (Detección Correcta)
NF233.jpg: No (Detección Correcta)
NF104.jpg: No (Detección Correcta)
NF130.jpg: No (Detección Correcta)
NF38.jpg: No (Detección Correcta)
NF300.jpg: No (Detección Correcta)
NF290.jpg: No (Detección Correcta)
NF192.jpg: No (Detección Correcta)
NF62.jpg: No (Detección Correcta)
NF275.jpg: No (Detección Correcta)
NF273.jpg: No (Detección Correcta)
NF180.jpg: No (Detección Correcta)
NF239.jpg: No (Detección Correcta)
NF123.jpg: No (Detección Correcta)
NF1.jpg: No (Detección Correcta)
NF143.jpg: No (Detección Correcta)
NF257.jpg: No (Detección Correcta)
NF107.jpg: No (Detección Correcta)
NF96.jpg: No (Detección Correcta)
NF305.jpg: No (Detección Correcta)
NF276.jpg: No (Detección Correcta)
NF170.jpg: No (Detección Correcta)
NF209.jpg: No (Detección Correcta)
NF22.jpg: Sí (Detección Errónea)
NF159.jpg: No (Detección Correcta)
NF292.jpg: No (Detección Correcta)
NF55.jpg: No (Detección Correcta)
NF226.jpg: No (Detección Correcta)
NF70.jpg: No (Detección Correcta)
NF139.jpg: No (Detección Correcta)
NF95.jpg: No (Detección Correcta)
NF222.jpg: No (Detección Correcta)
NF287.jpg: No (Detección Correcta)
NF49.jpg: No (Detección Correcta)
NF116.jpg: No (Detección Correcta)
NF196.jpg: No (Detección Correcta)
NF146.jpg: No (Detección Correcta)
NF260.jpg: No (Detección Correcta)
NF3.jpg: No (Detección Correcta)
NF64.jpg: No (Detección Correcta)
NF14.jpg: No (Detección Correcta)
NF289.jpg: No (Detección Correcta)
NF197.jpg: No (Detección Correcta)
NF77.jpg: No (Detección Correcta)
NF264.jpg: No (Detección Correcta)
NF269.jpg: No (Detección Correcta)
NF141.jpg: No (Detección Correcta)
NF20.jpg: No (Detección Correcta)
NF110.jpg: No (Detección Correcta)
NF164.jpg: No (Detección Correcta)
NF92.jpg: No (Detección Correcta)
NF83.jpg: No (Detección Correcta)
NF59.jpg: No (Detección Correcta)
NF253.jpg: No (Detección Correcta)
NF105.jpg: No (Detección Correcta)
NF295.jpg: No (Detección Correcta)
NF90.jpg: No (Detección Correcta)
NF240.jpg: No (Detección Correcta)
NF234.jpg: No (Detección Correcta)
NF67.jpg: No (Detección Correcta)
NF271.jpg: No (Detección Correcta)
NF74.jpg: No (Detección Correcta)
NF61.jpg: No (Detección Correcta)
NF150.jpg: No (Detección Correcta)
NF51.jpg: No (Detección Correcta)
NF28.jpg: No (Detección Correcta)
NF35.jpg: No (Detección Correcta)
NF267.jpg: No (Detección Correcta)
NF272.jpg: No (Detección Correcta)
NF103.jpg: No (Detección Correcta)
NF176.jpg: No (Detección Correcta)
NF268.jpg: No (Detección Correcta)
NF145.jpg: No (Detección Correcta)
NF112.jpg: No (Detección Correcta)
NF148.jpg: No (Detección Correcta)
NF41.jpg: No (Detección Correcta)
NF26.jpg: No (Detección Correcta)
NF258.jpg: No (Detección Correcta)
NF149.jpg: No (Detección Correcta)
NF138.jpg: No (Detección Correcta)
NF144.jpg: Sí (Detección Errónea)
NF36.jpg: No (Detección Correcta)
NF244.jpg: No (Detección Correcta)
NF91.jpg: No (Detección Correcta)
NF186.jpg: No (Detección Correcta)
NF225.jpg: No (Detección Correcta)
NF213.jpg: No (Detección Correcta)
NF212.jpg: No (Detección Correcta)
NF204.jpg: No (Detección Correcta)
NF263.jpg: No (Detección Correcta)
NF229.jpg: No (Detección Correcta)
NF131.jpg: No (Detección Correcta)
NF211.jpg: No (Detección Correcta)
NF119.jpg: No (Detección Correcta)
NF216.jpg: No (Detección Correcta)
NF293.jpg: No (Detección Correcta)
NF205.jpg: No (Detección Correcta)
NF254.jpg: No (Detección Correcta)
NF18.jpg: No (Detección Correcta)
NF33.jpg: No (Detección Correcta)
NF106.jpg: No (Detección Correcta)
NF78.jpg: No (Detección Correcta)
NF208.jpg: No (Detección Correcta)
NF111.jpg: No (Detección Correcta)
NF214.jpg: No (Detección Correcta)
NF277.jpg: No (Detección Correcta)
NF183.jpg: No (Detección Correcta)
NF167.jpg: No (Detección Correcta)
NF81.jpg: No (Detección Correcta)
NF188.jpg: No (Detección Correcta)
NF152.jpg: No (Detección Correcta)
NF7.jpg: No (Detección Correcta)
NF57.jpg: No (Detección Correcta)
NF72.jpg: No (Detección Correcta)
NF58.jpg: No (Detección Correcta)
NF279.jpg: No (Detección Correcta)
NF100.jpg: No (Detección Correcta)
NF278.jpg: No (Detección Correcta)
NF134.jpg: No (Detección Correcta)
NF114.jpg: No (Detección Correcta)
NF98.jpg: No (Detección Correcta)
NF27.jpg: No (Detección Correcta)
NF118.jpg: No (Detección Correcta)
NF224.jpg: No (Detección Correcta)
NF125.jpg: No (Detección Correcta)
NF298.jpg: No (Detección Correcta)
NF262.jpg: No (Detección Correcta)
NF124.jpg: No (Detección Correcta)
NF47.jpg: No (Detección Correcta)
NF236.jpg: No (Detección Correcta)
NF135.jpg: No (Detección Correcta)
NF97.jpg: No (Detección Correcta)
NF312.jpg: No (Detección Correcta)
NF94.jpg: No (Detección Correcta)
NF173.jpg: No (Detección Correcta)
NF23.jpg: No (Detección Correcta)
NF189.jpg: No (Detección Correcta)
NF129.jpg: No (Detección Correcta)
NF132.jpg: No (Detección Correcta)
NF181.jpg: No (Detección Correcta)
NF175.jpg: No (Detección Correcta)
NF217.jpg: No (Detección Correcta)
NF84.jpg: No (Detección Correcta)
NF11.jpg: No (Detección Correcta)
NF241.jpg: No (Detección Correcta)
NF238.jpg: No (Detección Correcta)
NF93.jpg: No (Detección Correcta)
NF245.jpg: No (Detección Correcta)
NF286.jpg: No (Detección Correcta)
NF285.jpg: No (Detección Correcta)
NF79.jpg: No (Detección Correcta)
NF265.jpg: No (Detección Correcta)
NF294.jpg: No (Detección Correcta)
NF215.jpg: No (Detección Correcta)
NF157.jpg: No (Detección Correcta)
NF185.jpg: No (Detección Correcta)
NF218.jpg: No (Detección Correcta)
NF71.jpg: No (Detección Correcta)
NF60.jpg: No (Detección Correcta)
NF25.jpg: No (Detección Correcta)
NF288.jpg: No (Detección Correcta)
NF246.jpg: No (Detección Correcta)
NF16.jpg: No (Detección Correcta)
NF198.jpg: No (Detección Correcta)
NF302.jpg: No (Detección Correcta)
NF102.jpg: No (Detección Correcta)
NF237.jpg: No (Detección Correcta)
NF282.jpg: No (Detección Correcta)
NF248.jpg: No (Detección Correcta)
NF172.jpg: No (Detección Correcta)
NF75.jpg: No (Detección Correcta)
NF86.jpg: No (Detección Correcta)
NF259.jpg: No (Detección Correcta)
NF9.jpg: No (Detección Correcta)
NF99.jpg: No (Detección Correcta)
NF250.jpg: No (Detección Correcta)
NF32.jpg: No (Detección Correcta)
NF10.jpg: No (Detección Correcta)
NF311.jpg: No (Detección Correcta)
NF89.jpg: No (Detección Correcta)
NF252.jpg: No (Detección Correcta)
NF160.jpg: No (Detección Correcta)
NF179.jpg: No (Detección Correcta)
NF2.jpg: No (Detección Correcta)
NF120.jpg: No (Detección Correcta)
NF296.jpg: No (Detección Correcta)
NF168.jpg: No (Detección Correcta)
NF29.jpg: No (Detección Correcta)
NF203.jpg: No (Detección Correcta)
NF48.jpg: No (Detección Correcta)
NF88.jpg: No (Detección Correcta)
NF24.jpg: No (Detección Correcta)
NF251.jpg: No (Detección Correcta)
NF166.jpg: No (Detección Correcta)
NF53.jpg: No (Detección Correcta)
NF230.jpg: No (Detección Correcta)
NF19.jpg: No (Detección Correcta)
NF232.jpg: No (Detección Correcta)
NF46.jpg: No (Detección Correcta)
NF301.jpg: No (Detección Correcta)
NF303.jpg: No (Detección Correcta)
NF202.jpg: No (Detección Correcta)

