Resultados de Detección de Fuego:

Imágenes con FUEGO:
F_1425.jpg: Sí (Detección Correcta)
F_1427.jpg: Sí (Detección Correcta)
F_1429.jpg: Sí (Detección Correcta)
F_1439.jpg: Sí (Detección Correcta)
F_144.jpg: Sí (Detección Correcta)
F_1445.jpg: Sí (Detección Correcta)
F_1459.jpg: Sí (Detección Correcta)
F_1468.jpg: Sí (Detección Correcta)
F_148.jpg: Sí (Detección Correcta)
F_1494.jpg: Sí (Detección Correcta)
F_153.jpg: Sí (Detección Correcta)
F_1576.jpg: Sí (Detección Correcta)
F_158.jpg: Sí (Detección Correcta)
F_1587.jpg: Sí (Detección Correcta)
F_1590.jpg: Sí (Detección Correcta)
F_16.jpg: Sí (Detección Correcta)
F_1602.jpg: Sí (Detección Correcta)
F_1609.jpg: Sí (Detección Correcta)
F_1618.jpg: Sí (Detección Correcta)
F_162.jpg: Sí (Detección Correcta)
F_1624.jpg: Sí (Detección Correcta)
F_1635.jpg: Sí (Detección Correcta)
F_174.jpg: Sí (Detección Correcta)
F_176.jpg: Sí (Detección Correcta)
F_177.jpg: Sí (Detección Correcta)
F_18.jpg: Sí (Detección Correcta)
F_181.jpg: Sí (Detección Correcta)
F_185.jpg: Sí (Detección Correcta)
F_186.jpg: Sí (Detección Correcta)
F_187.jpg: Sí (Detección Correcta)
F_188.jpg: Sí (Detección Correcta)
F_190.jpg: Sí (Detección Correcta)
F_191.jpg: Sí (Detección Correcta)
F_197.jpg: Sí (Detección Correcta)
F_2.jpg: Sí (Detección Correcta)
F_202.jpg: Sí (Detección Correcta)
F_203.jpg: Sí (Detección Correcta)
F_208.jpg: Sí (Detección Correcta)
F_218.jpg: Sí (Detección Correcta)
F_223.jpg: Sí (Detección Correcta)
F_225.jpg: Sí (Detección Correcta)
F_232.jpg: Sí (Detección Correcta)
F_24.jpg: Sí (Detección Correcta)
F_246.jpg: Sí (Detección Correcta)
F_248.jpg: Sí (Detección Correcta)
F_251.jpg: Sí (Detección Correcta)
F_256.jpg: Sí (Detección Correcta)
F_258.jpg: Sí (Detección Correcta)
F_259.jpg: Sí (Detección Correcta)
F_26.jpg: Sí (Detección Correcta)
F_262.jpg: Sí (Detección Correcta)
F_264.jpg: Sí (Detección Correcta)
F_268.jpg: Sí (Detección Correcta)
F_274.jpg: Sí (Detección Correcta)
F_276.jpg: Sí (Detección Correcta)
F_277.jpg: Sí (Detección Correcta)
F_280.jpg: Sí (Detección Correcta)
F_29.jpg: Sí (Detección Correcta)
F_293.jpg: Sí (Detección Correcta)
F_296.jpg: Sí (Detección Correcta)
F_298.jpg: Sí (Detección Correcta)
F_30.jpg: Sí (Detección Correcta)
F_300.jpg: Sí (Detección Correcta)
F_313.jpg: Sí (Detección Correcta)
F_32.jpg: Sí (Detección Correcta)
F_321.jpg: Sí (Detección Correcta)
F_324.jpg: Sí (Detección Correcta)
F_325.jpg: Sí (Detección Correcta)
F_33.jpg: Sí (Detección Correcta)
F_333.jpg: Sí (Detección Correcta)
F_341.jpg: Sí (Detección Correcta)
F_371.jpg: Sí (Detección Correcta)
F_373.jpg: Sí (Detección Correcta)
F_39.jpg: Sí (Detección Correcta)
F_4.jpg: Sí (Detección Correcta)
F_43.jpg: Sí (Detección Correcta)
F_44.jpg: Sí (Detección Correcta)
F_476.jpg: Sí (Detección Correcta)
F_48.jpg: Sí (Detección Correcta)
F_49.jpg: Sí (Detección Correcta)
F_5.jpg: Sí (Detección Correcta)
F_51.jpg: Sí (Detección Correcta)
F_52.jpg: Sí (Detección Correcta)
F_534.jpg: Sí (Detección Correcta)
F_54.jpg: Sí (Detección Correcta)
F_55.jpg: Sí (Detección Correcta)
F_558.jpg: Sí (Detección Correcta)
F_566.jpg: Sí (Detección Correcta)
F_569.jpg: Sí (Detección Correcta)
F_58.jpg: Sí (Detección Correcta)
F_6.jpg: Sí (Detección Correcta)
F_7.jpg: Sí (Detección Correcta)
F_79.jpg: Sí (Detección Correcta)
F_95.jpg: Sí (Detección Correcta)
F_97.jpg: Sí (Detección Correcta)
F_99.jpg: Sí (Detección Correcta)
bosque8.jpg: Sí (Detección Correcta)
d3.jpg: Sí (Detección Correcta)
df.jpg: Sí (Detección Correcta)
ee.jpg: Sí (Detección Correcta)
imagen.jpeg: Sí (Detección Correcta)
imagen13.jpg: Sí (Detección Correcta)
imagen2.jpeg: Sí (Detección Correcta)

Imágenes SIN fuego:
NF_10.jpg: No (Detección Correcta)
NF_11.jpg: No (Detección Correcta)
NF_12.jpg: No (Detección Correcta)
NF_122.jpg: No (Detección Correcta)
NF_14.jpg: No (Detección Correcta)
NF_163.jpg: No (Detección Correcta)
NF_165.jpg: No (Detección Correcta)
NF_166.jpg: No (Detección Correcta)
NF_168.jpg: No (Detección Correcta)
NF_17.jpg: No (Detección Correcta)
NF_170.jpg: No (Detección Correcta)
NF_172.jpg: Sí (Detección Errónea)
NF_174.jpg: No (Detección Correcta)
NF_175.jpg: No (Detección Correcta)
NF_177.jpg: No (Detección Correcta)
NF_178.jpg: No (Detección Correcta)
NF_180.jpg: No (Detección Correcta)
NF_181.jpg: No (Detección Correcta)
NF_184.jpg: No (Detección Correcta)
NF_185.jpg: No (Detección Correcta)
NF_187.jpg: No (Detección Correcta)
NF_189.jpg: No (Detección Correcta)
NF_19.jpg: No (Detección Correcta)
NF_190.jpg: No (Detección Correcta)
NF_192.jpg: No (Detección Correcta)
NF_193.jpg: No (Detección Correcta)
NF_195.jpg: No (Detección Correcta)
NF_196.jpg: No (Detección Correcta)
NF_197.jpg: No (Detección Correcta)
NF_198.jpg: No (Detección Correcta)
NF_199.jpg: No (Detección Correcta)
NF_201.jpg: No (Detección Correcta)
NF_24.jpg: No (Detección Correcta)
NF_25.jpg: No (Detección Correcta)
NF_252.jpg: Sí (Detección Errónea)
NF_253.jpg: No (Detección Correcta)
NF_254.jpg: No (Detección Correcta)
NF_255.jpg: No (Detección Correcta)
NF_261.jpg: No (Detección Correcta)
NF_263.jpg: No (Detección Correcta)
NF_269.jpg: No (Detección Correcta)
NF_27.jpg: No (Detección Correcta)
NF_28.jpg: No (Detección Correcta)
NF_280.jpg: No (Detección Correcta)
NF_284.jpg: No (Detección Correcta)
NF_298.jpg: No (Detección Correcta)
NF_299.jpg: Sí (Detección Errónea)
NF_3.jpg: No (Detección Correcta)
NF_302.jpg: No (Detección Correcta)
NF_303.jpg: No (Detección Correcta)
NF_304.jpg: No (Detección Correcta)
NF_308.jpg: No (Detección Correcta)
NF_310.jpg: No (Detección Correcta)
NF_311.jpg: No (Detección Correcta)
NF_314.jpg: No (Detección Correcta)
NF_315.jpg: No (Detección Correcta)
NF_316.jpg: No (Detección Correcta)
NF_317.jpg: No (Detección Correcta)
NF_320.jpg: No (Detección Correcta)
NF_34.jpg: No (Detección Correcta)
NF_340.jpg: No (Detección Correcta)
NF_341.jpg: No (Detección Correcta)
NF_343.jpg: No (Detección Correcta)
NF_344.jpg: No (Detección Correcta)
NF_348.jpg: No (Detección Correcta)
NF_349.jpg: No (Detección Correcta)
NF_35.jpg: No (Detección Correcta)
NF_350.jpg: No (Detección Correcta)
NF_353.jpg: No (Detección Correcta)
NF_355.jpg: No (Detección Correcta)
NF_356.jpg: No (Detección Correcta)
NF_358.jpg: No (Detección Correcta)
NF_360.jpg: No (Detección Correcta)
NF_37.jpg: No (Detección Correcta)
NF_370.jpg: No (Detección Correcta)
NF_371.jpg: No (Detección Correcta)
NF_379.jpg: No (Detección Correcta)
NF_393.jpg: Sí (Detección Errónea)
NF_394.jpg: No (Detección Correcta)
NF_402.jpg: Sí (Detección Errónea)
NF_407.jpg: No (Detección Correcta)
NF_409.jpg: No (Detección Correcta)
NF_410.jpg: No (Detección Correcta)
NF_411.jpg: No (Detección Correcta)
NF_412.jpg: No (Detección Correcta)
NF_413.jpg: No (Detección Correcta)
NF_414.jpg: No (Detección Correcta)
NF_415.jpg: Sí (Detección Errónea)
NF_416.jpg: No (Detección Correcta)
NF_417.jpg: No (Detección Correcta)
NF_418.jpg: No (Detección Correcta)
NF_419.jpg: No (Detección Correcta)
NF_42.jpg: No (Detección Correcta)
NF_431.jpg: No (Detección Correcta)
NF_436.jpg: No (Detección Correcta)
NF_437.jpg: No (Detección Correcta)
NF_45.jpg: No (Detección Correcta)
NF_456.jpg: No (Detección Correcta)
NF_46.jpg: No (Detección Correcta)
NF_47.jpg: Sí (Detección Errónea)
NF_48.jpg: No (Detección Correcta)
NF_486.jpg: No (Detección Correcta)
NF_487.jpg: No (Detección Correcta)
NF_488.jpg: No (Detección Correcta)
NF_489.jpg: No (Detección Correcta)
NF_5.jpg: Sí (Detección Errónea)
NF_51.jpg: No (Detección Correcta)
NF_57.jpg: No (Detección Correcta)
NF_721.jpg: No (Detección Correcta)
NF_724.jpg: No (Detección Correcta)
NF_725.jpg: No (Detección Correcta)
NF_730.jpg: No (Detección Correcta)
NF_737.jpg: No (Detección Correcta)
NF_740.jpg: No (Detección Correcta)
NF_741.jpg: No (Detección Correcta)
NF_744.jpg: No (Detección Correcta)
NF_745.jpg: No (Detección Correcta)
NF_75.jpg: No (Detección Correcta)
NF_750.jpg: Sí (Detección Errónea)
NF_751.jpg: No (Detección Correcta)
NF_756.jpg: No (Detección Correcta)
NF_757.jpg: No (Detección Correcta)
NF_759.jpg: No (Detección Correcta)
NF_770.jpg: Sí (Detección Errónea)
NF_771.jpg: No (Detección Correcta)
NF_775.jpg: No (Detección Correcta)
NF_777.jpg: No (Detección Correcta)
NF_779.jpg: No (Detección Correcta)
NF_780.jpg: No (Detección Correcta)
NF_782.jpg: Sí (Detección Errónea)
NF_791.jpg: No (Detección Correcta)
NF_792.jpg: No (Detección Correcta)
NF_8.jpg: No (Detección Correcta)
NF_81.jpg: No (Detección Correcta)
NF_828.jpg: No (Detección Correcta)
NF_846.jpg: No (Detección Correcta)
NF_848.jpg: No (Detección Correcta)
NF_880.jpg: No (Detección Correcta)
NF_883.jpg: No (Detección Correcta)
NF_884.jpg: No (Detección Correcta)
NF_902.jpg: No (Detección Correcta)
NF_907.jpg: Sí (Detección Errónea)
NF_908.jpg: No (Detección Correcta)
NF_919.jpg: No (Detección Correcta)
NF_953.jpg: No (Detección Correcta)
NF_956.jpg: No (Detección Correcta)
NF_957.jpg: Sí (Detección Errónea)
NF_960.jpg: No (Detección Correcta)
NF_961.jpg: Sí (Detección Errónea)
NF_968.jpg: Sí (Detección Errónea)
bosque1.jpg: Sí (Detección Errónea)
